product_name,customer_marital_status,customer_gender,territory_name,special_offer_type,special_offer_category,order_date,status,delivery_days,subtotal,order_qty,unit_price,unit_price_discount
"Mountain-500 Black, 42",M,M,Northwest,No Discount,No Discount,2013-11-28,entregue no prazo,7,38.88,1,2.29,0.0
HL Bottom Bracket,S,F,Northwest,No Discount,No Discount,2014-06-23,entregue no prazo,7,32.28,1,2.29,0.0
"ML Mountain Frame - Black, 38",M,M,Northwest,No Discount,No Discount,2013-07-28,entregue no prazo,7,49.97,1,4.99,0.0
"Touring-3000 Blue, 54",M,F,Southwest,No Discount,No Discount,2014-06-02,entregue no prazo,7,39.99,1,35.0,0.0
"Women's Mountain Shorts, M",M,M,Northwest,No Discount,No Discount,2014-04-01,entregue no prazo,7,78.98,1,8.99,0.0
"Men's Sports Shorts, S",M,M,Northwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,31.27,1,3.99,0.0
Front Derailleur,S,F,Northwest,No Discount,No Discount,2013-08-29,entregue no prazo,7,42.28,1,2.29,0.0
ML Mountain Tire,M,M,Southeast,No Discount,No Discount,2012-10-30,entregue no prazo,7,246.46,1,202.33,0.0
HL Touring Handlebars,M,M,Northwest,No Discount,No Discount,2013-09-07,entregue no prazo,7,9.99,1,9.99,0.0
"Touring-1000 Yellow, 50",M,M,Northwest,No Discount,No Discount,2014-06-06,entregue no prazo,7,37.29,1,35.0,0.0
"Touring-Panniers, Large",S,F,Northwest,No Discount,No Discount,2013-10-18,entregue no prazo,7,42.28,1,4.99,0.0
HL Mountain Pedal,M,F,Southwest,No Discount,No Discount,2014-03-16,entregue no prazo,7,128.97,1,35.0,0.0
Headlights - Weatherproof,M,M,Northwest,No Discount,No Discount,2014-06-13,entregue no prazo,7,89.96,1,4.99,0.0
"Touring-2000 Blue, 46",M,M,Northwest,No Discount,No Discount,2014-01-28,entregue no prazo,7,36.59,1,32.6,0.0
Front Derailleur,S,F,Northwest,No Discount,No Discount,2014-01-26,entregue no prazo,7,64.97,1,24.99,0.0
"Touring-3000 Yellow, 58",M,M,Southwest,No Discount,No Discount,2013-09-22,entregue no prazo,7,103.48,1,34.99,0.0
"Women's Tights, M",S,F,Northwest,No Discount,No Discount,2013-12-29,entregue no prazo,7,155.47,1,34.99,0.0
"Touring-2000 Blue, 54",S,F,Northwest,No Discount,No Discount,2014-03-18,entregue no prazo,7,95.57,1,8.99,0.0
LL Mountain Rear Wheel,M,M,Northwest,No Discount,No Discount,2014-04-15,entregue no prazo,7,39.98,1,34.99,0.0
"Men's Bib-Shorts, M",S,M,Northwest,No Discount,No Discount,2014-03-16,entregue no prazo,7,69.99,1,69.99,0.0
LL Headset,M,M,Northwest,No Discount,No Discount,2013-08-05,entregue no prazo,7,13.98,1,8.99,0.0
Cable Lock,S,M,Northwest,No Discount,No Discount,2012-12-31,entregue no prazo,7,198.04,1,198.04,0.0
LL Road Front Wheel,M,M,Northwest,No Discount,No Discount,2013-09-08,entregue no prazo,7,64.47,1,24.49,0.0
"Mountain-500 Black, 48",M,M,Northwest,No Discount,No Discount,2014-02-03,entregue no prazo,7,39.98,1,4.99,0.0
"HL Touring Frame - Yellow, 50",S,M,Northwest,No Discount,No Discount,2014-05-08,entregue no prazo,7,42.28,1,2.29,0.0
"Touring-1000 Yellow, 54",M,M,Northwest,No Discount,No Discount,2014-05-02,entregue no prazo,7,45.58,1,32.6,0.0
"LL Touring Frame - Blue, 44",M,M,Northwest,No Discount,No Discount,2013-07-21,entregue no prazo,7,74.98,1,4.99,0.0
"Men's Bib-Shorts, M",M,M,Northwest,No Discount,No Discount,2014-05-04,entregue no prazo,7,73.97,1,9.99,0.0
"Road-350-W Yellow, 48",S,M,Northwest,No Discount,No Discount,2013-10-07,entregue no prazo,7,14.98,1,9.99,0.0
"Touring-1000 Blue, 54",S,M,Northwest,No Discount,No Discount,2013-08-01,entregue no prazo,7,65.95,1,8.99,0.0
"Mountain-200 Silver, 46",S,F,Northwest,No Discount,No Discount,2014-06-08,entregue no prazo,7,106.96,1,34.99,0.0
HL Touring Handlebars,S,M,Northwest,No Discount,No Discount,2013-08-07,entregue no prazo,7,62.98,1,53.99,0.0
"HL Touring Frame - Blue, 50",M,M,Northwest,No Discount,No Discount,2013-07-21,entregue no prazo,7,113.97,1,4.99,0.0
HL Mountain Front Wheel,S,M,Northwest,No Discount,No Discount,2014-02-06,entregue no prazo,7,67.97,1,4.99,0.0
"ML Road Frame-W - Yellow, 48",S,F,Northwest,No Discount,No Discount,2013-10-07,entregue no prazo,7,42.28,1,4.99,0.0
"HL Touring Frame - Yellow, 54",S,M,Northwest,No Discount,No Discount,2014-03-24,entregue no prazo,7,99.47,1,35.0,0.0
"ML Mountain Frame-W - Silver, 38",S,F,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,173.47,1,24.99,0.0
"LL Mountain Frame - Black, 40",M,M,Southwest,No Discount,No Discount,2014-05-23,entregue no prazo,7,99.47,1,24.49,0.0
"Mountain-200 Silver, 46",S,F,Northwest,No Discount,No Discount,2014-03-05,entregue no prazo,7,69.99,1,69.99,0.0
"Road-350-W Yellow, 40",S,M,Northwest,No Discount,No Discount,2014-03-27,entregue no prazo,7,7.28,1,4.99,0.0
Mountain Pump,S,F,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,59.98,1,4.99,0.0
"HL Road Frame - Black, 58",M,M,Southeast,No Discount,No Discount,2012-09-30,entregue no prazo,7,235.27,1,88.93,0.0
"Road-350-W Yellow, 48",S,M,Northwest,No Discount,No Discount,2013-08-03,entregue no prazo,7,54.98,1,49.99,0.0
"Touring-3000 Blue, 62",S,M,Northwest,No Discount,No Discount,2013-10-16,entregue no prazo,7,14.98,1,4.99,0.0
"Road-350-W Yellow, 42",S,M,Northwest,No Discount,No Discount,2014-02-10,entregue no prazo,7,39.98,1,34.99,0.0
"HL Touring Frame - Blue, 60",S,M,Northwest,No Discount,No Discount,2014-02-01,entregue no prazo,7,39.99,1,35.0,0.0
LL Touring Seat/Saddle,S,F,Northwest,No Discount,No Discount,2013-07-07,entregue no prazo,7,33.98,1,4.99,0.0
"Touring-Panniers, Large",S,F,Northwest,No Discount,No Discount,2013-09-13,entregue no prazo,7,198.99,1,4.99,0.0
"ML Mountain Frame - Black, 48",S,F,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,49.97,1,34.99,0.0
"LL Touring Frame - Blue, 44",S,M,Northwest,No Discount,No Discount,2013-08-30,entregue no prazo,7,44.91,1,9.99,0.0
Mountain Tire Tube,S,M,Northwest,No Discount,No Discount,2013-10-20,entregue no prazo,7,64.97,1,4.99,0.0
"HL Touring Frame - Yellow, 50",M,M,Northwest,No Discount,No Discount,2013-09-05,entregue no prazo,7,49.48,1,24.99,0.0
"Touring-1000 Blue, 60",S,M,Northwest,No Discount,No Discount,2013-08-15,entregue no prazo,7,42.28,1,4.99,0.0
"Men's Bib-Shorts, M",S,M,Northwest,No Discount,No Discount,2013-10-12,entregue no prazo,7,16.27,1,4.99,0.0
Front Derailleur,S,F,Northwest,No Discount,No Discount,2013-11-12,entregue no prazo,7,69.97,1,29.99,0.0
"Road-350-W Yellow, 48",M,M,Northwest,No Discount,No Discount,2013-08-26,entregue no prazo,7,93.46,1,9.99,0.0
"Road-550-W Yellow, 44",S,M,Northwest,No Discount,No Discount,2013-10-12,entregue no prazo,7,152.6,1,120.0,0.0
Cable Lock,M,M,Northwest,No Discount,No Discount,2014-06-14,entregue no prazo,7,39.98,1,4.99,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,37.27,1,29.99,0.0
HL Road Tire,S,F,Northwest,No Discount,No Discount,2014-02-08,entregue no prazo,7,83.97,1,24.99,0.0
"Touring-Panniers, Large",S,F,Northwest,No Discount,No Discount,2013-08-07,entregue no prazo,7,41.93,1,4.99,0.0
HL Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,77.92,1,4.99,0.0
"Touring-1000 Blue, 60",S,M,Northwest,No Discount,No Discount,2014-06-09,entregue no prazo,7,35.0,1,35.0,0.0
"LL Touring Frame - Yellow, 44",S,F,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,36.96,1,4.99,0.0
ML Bottom Bracket,M,M,Northwest,No Discount,No Discount,2013-12-12,entregue no prazo,7,119.96,1,29.99,0.0
"LL Touring Frame - Blue, 58",S,F,Northwest,No Discount,No Discount,2013-11-16,entregue no prazo,7,64.97,1,4.99,0.0
"Touring-1000 Blue, 50",M,M,Northwest,No Discount,No Discount,2013-11-02,entregue no prazo,7,4.99,1,4.99,0.0
LL Mountain Seat/Saddle,S,F,Northwest,No Discount,No Discount,2014-03-07,entregue no prazo,7,71.58,1,3.99,0.0
"LL Touring Frame - Yellow, 54",S,F,Northwest,No Discount,No Discount,2014-04-14,entregue no prazo,7,539.99,1,539.99,0.0
"Classic Vest, S",M,M,Northwest,No Discount,No Discount,2014-04-15,entregue no prazo,7,6.28,1,3.99,0.0
"LL Touring Frame - Yellow, 58",M,M,Northwest,No Discount,No Discount,2013-07-29,entregue no prazo,7,49.99,1,49.99,0.0
"LL Mountain Frame - Silver, 52",M,M,Northwest,No Discount,No Discount,2014-05-10,entregue no prazo,7,74.46,1,4.99,0.0
Mountain Tire Tube,S,F,Northwest,No Discount,No Discount,2014-03-08,entregue no prazo,7,86.95,1,9.99,0.0
"LL Touring Frame - Yellow, 62",S,F,Northwest,No Discount,No Discount,2013-11-24,entregue no prazo,7,69.97,1,4.99,0.0
"LL Mountain Frame - Black, 52",S,F,Northwest,No Discount,No Discount,2014-02-09,entregue no prazo,7,69.97,1,4.99,0.0
"Women's Tights, L",S,M,Northwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,33.98,1,28.99,0.0
"LL Mountain Frame - Silver, 40",S,F,Northwest,No Discount,No Discount,2013-09-30,entregue no prazo,7,149.87,1,149.87,0.0
Touring Front Wheel,S,M,Northwest,No Discount,No Discount,2013-08-17,entregue no prazo,7,69.97,1,29.99,0.0
ML Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2014-05-24,entregue no prazo,7,49.97,1,34.99,0.0
Front Brakes,S,F,Northwest,No Discount,No Discount,2013-08-06,entregue no prazo,7,14.98,1,4.99,0.0
Headlights - Weatherproof,M,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,128.97,1,35.0,0.0
ML Crankset,S,M,Northwest,No Discount,No Discount,2014-05-07,entregue no prazo,7,4.99,1,4.99,0.0
ML Bottom Bracket,S,F,Northwest,No Discount,No Discount,2013-08-16,entregue no prazo,7,74.98,1,34.99,0.0
ML Road Pedal,M,M,Southwest,No Discount,No Discount,2013-09-07,entregue no prazo,7,35.72,1,7.95,0.0
"Mountain-200 Black, 46",M,M,Northwest,No Discount,No Discount,2014-02-10,entregue no prazo,7,39.98,1,34.99,0.0
"Road-350-W Yellow, 48",M,M,Northwest,No Discount,No Discount,2014-01-25,entregue no prazo,7,63.97,1,34.99,0.0
HL Mountain Pedal,M,F,Southwest,No Discount,No Discount,2013-11-13,entregue no prazo,7,133.47,1,63.5,0.0
ML Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2014-02-16,entregue no prazo,7,42.28,1,2.29,0.0
Road Bottle Cage,S,M,Northwest,No Discount,No Discount,2013-07-27,entregue no prazo,7,44.98,1,34.99,0.0
Mountain Bottle Cage,S,M,Northwest,No Discount,No Discount,2013-12-20,entregue no prazo,7,165.28,1,3.99,0.0
"Women's Mountain Shorts, M",S,F,Northwest,No Discount,No Discount,2014-02-04,entregue no prazo,7,13.98,1,8.99,0.0
"Women's Mountain Shorts, M",S,M,Northwest,No Discount,No Discount,2014-03-16,entregue no prazo,7,47.97,1,34.99,0.0
Cable Lock,S,M,Northwest,No Discount,No Discount,2014-03-29,entregue no prazo,7,23.97,1,9.99,0.0
"Touring-2000 Blue, 60",S,M,Northwest,No Discount,No Discount,2013-11-20,entregue no prazo,7,84.47,1,4.99,0.0
"Men's Sports Shorts, L",M,M,Northwest,No Discount,No Discount,2013-07-18,entregue no prazo,7,27.28,1,2.29,0.0
"Touring-3000 Blue, 44",S,F,Northwest,No Discount,No Discount,2014-02-09,entregue no prazo,7,69.97,1,4.99,0.0
"HL Touring Frame - Yellow, 54",S,M,Northwest,No Discount,No Discount,2014-04-09,entregue no prazo,7,34.89,1,2.29,0.0
Touring Tire,S,F,Northwest,No Discount,No Discount,2013-09-02,entregue no prazo,7,13.98,1,4.99,0.0
Touring Tire,M,M,Northwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,2.29,1,2.29,0.0
"ML Road Frame-W - Yellow, 42",S,F,Northwest,No Discount,No Discount,2014-06-04,entregue no prazo,7,27.28,1,2.29,0.0
Headlights - Weatherproof,S,M,Northwest,No Discount,No Discount,2014-01-08,entregue no prazo,7,68.97,1,34.99,0.0
ML Mountain Handlebars,S,F,Northwest,No Discount,No Discount,2014-01-23,entregue no prazo,7,64.93,1,21.98,0.0
"Mountain-500 Black, 52",S,M,Northwest,No Discount,No Discount,2014-04-14,entregue no prazo,7,539.99,1,539.99,0.0
Hitch Rack - 4-Bike,S,F,Northwest,No Discount,No Discount,2013-10-01,entregue no prazo,7,37.27,1,29.99,0.0
"Road-750 Black, 52",M,M,Northwest,No Discount,No Discount,2013-07-17,entregue no prazo,7,39.98,1,34.99,0.0
"Road-550-W Yellow, 38",S,F,Northwest,No Discount,No Discount,2014-02-12,entregue no prazo,7,64.47,1,24.49,0.0
"HL Touring Frame - Blue, 46",S,F,Northwest,No Discount,No Discount,2014-05-22,entregue no prazo,7,39.98,1,4.99,0.0
"Half-Finger Gloves, M",S,F,Northwest,No Discount,No Discount,2013-11-05,entregue no prazo,7,71.97,1,49.99,0.0
LL Bottom Bracket,M,M,Northwest,No Discount,No Discount,2014-03-18,entregue no prazo,7,78.98,1,69.99,0.0
"Touring-2000 Blue, 60",S,M,Northwest,Volume Discount,Reseller,2014-01-23,entregue no prazo,7,7.28,1,2.29,0.0
"HL Road Frame - Black, 52",S,F,Northwest,No Discount,No Discount,2013-12-04,entregue no prazo,7,68.97,1,28.99,0.0
Chain,M,M,Southwest,No Discount,No Discount,2014-03-13,entregue no prazo,7,78.48,1,9.99,0.0
HL Bottom Bracket,S,M,Northwest,No Discount,No Discount,2014-04-29,entregue no prazo,7,30.48,1,8.99,0.0
"Touring-3000 Yellow, 62",S,M,Northwest,No Discount,No Discount,2013-10-04,entregue no prazo,7,24.99,1,24.99,0.0
Cable Lock,S,M,Northwest,No Discount,No Discount,2014-01-23,entregue no prazo,7,13.98,1,8.99,0.0
ML Headset,S,M,Northwest,No Discount,No Discount,2014-05-04,entregue no prazo,7,73.97,1,9.99,0.0
"LL Mountain Frame - Silver, 42",S,F,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,123.98,1,69.99,0.0
"Men's Sports Shorts, S",S,M,Northwest,No Discount,No Discount,2014-06-01,entregue no prazo,7,71.96,1,9.99,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2014-03-19,entregue no prazo,7,100.46,1,21.98,0.0
"Short-Sleeve Classic Jersey, L",S,M,Northwest,No Discount,No Discount,2014-03-26,entregue no prazo,7,69.97,1,34.99,0.0
"Mountain-400-W Silver, 42",M,M,Northwest,No Discount,No Discount,2013-12-15,entregue no prazo,7,33.98,1,28.99,0.0
LL Road Handlebars,S,M,Northwest,No Discount,No Discount,2013-12-15,entregue no prazo,7,14.98,1,9.99,0.0
"Women's Mountain Shorts, M",S,M,Northwest,No Discount,No Discount,2013-10-20,entregue no prazo,7,93.46,1,34.99,0.0
"Road-550-W Yellow, 42",M,M,Southeast,No Discount,No Discount,2013-03-30,entregue no prazo,7,453.18,6,22.79,0.0
"Touring-3000 Yellow, 44",M,M,Southwest,No Discount,No Discount,2014-05-12,entregue no prazo,7,45.22,1,29.99,0.0
"Road-350-W Yellow, 40",M,F,Southwest,Volume Discount,Reseller,2013-07-03,entregue no prazo,7,7.28,1,2.29,0.0
"Road-250 Black, 58",S,M,Northwest,No Discount,No Discount,2013-11-17,entregue no prazo,7,68.97,1,4.99,0.0
ML Road Pedal,M,M,Southwest,No Discount,No Discount,2014-06-10,entregue no prazo,7,32.6,1,32.6,0.0
HL Road Seat/Saddle,S,F,Northwest,No Discount,No Discount,2013-11-04,entregue no prazo,7,23.78,1,21.49,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2014-02-02,entregue no prazo,7,98.96,1,49.99,0.0
"LL Touring Frame - Yellow, 58",M,M,Northwest,No Discount,No Discount,2013-11-06,entregue no prazo,7,71.58,1,32.6,0.0
"HL Touring Frame - Yellow, 46",S,F,Northwest,No Discount,No Discount,2014-05-26,entregue no prazo,7,34.98,1,4.99,0.0
"Men's Bib-Shorts, M",S,M,Northwest,No Discount,No Discount,2013-11-23,entregue no prazo,7,58.98,1,49.99,0.0
"Half-Finger Gloves, S",S,F,Northwest,No Discount,No Discount,2014-02-14,entregue no prazo,7,45.22,1,29.99,0.0
Front Brakes,S,F,Northwest,No Discount,No Discount,2014-06-23,entregue no prazo,7,24.99,1,24.99,0.0
"LL Mountain Frame - Silver, 40",M,F,Southwest,No Discount,No Discount,2014-05-13,entregue no prazo,7,77.92,1,7.95,0.0
"Mountain-400-W Silver, 42",M,M,Northwest,No Discount,No Discount,2014-02-11,entregue no prazo,7,58.98,1,49.99,0.0
HL Mountain Rear Wheel,M,M,Northwest,No Discount,No Discount,2014-05-13,entregue no prazo,7,39.98,1,34.99,0.0
Chain,M,M,Southwest,No Discount,No Discount,2014-05-06,entregue no prazo,7,27.28,1,24.99,0.0
"Road-250 Black, 44",S,F,Northwest,No Discount,No Discount,2014-01-15,entregue no prazo,7,88.98,1,63.5,0.0
"HL Touring Frame - Yellow, 60",M,M,Northwest,No Discount,No Discount,2013-09-24,entregue no prazo,7,123.98,1,53.99,0.0
LL Fork,S,F,Northwest,No Discount,No Discount,2014-04-18,entregue no prazo,7,36.27,1,28.99,0.0
"Road-750 Black, 48",S,M,Northwest,No Discount,No Discount,2013-10-28,entregue no prazo,7,73.96,1,4.99,0.0
"HL Touring Frame - Blue, 60",S,M,Northwest,No Discount,No Discount,2013-07-16,entregue no prazo,7,34.98,1,29.99,0.0
"Half-Finger Gloves, L",S,F,Northwest,No Discount,No Discount,2014-02-25,entregue no prazo,7,69.97,1,29.99,0.0
"Mountain-500 Black, 52",M,M,Northwest,No Discount,No Discount,2014-04-28,entregue no prazo,7,71.58,1,32.6,0.0
Mountain Bottle Cage,S,M,Northwest,No Discount,No Discount,2014-01-08,entregue no prazo,7,42.28,1,2.29,0.0
"LL Mountain Frame - Black, 40",S,F,Northwest,No Discount,No Discount,2014-01-31,entregue no prazo,7,37.29,1,35.0,0.0
"Classic Vest, L",M,M,Northwest,No Discount,No Discount,2014-04-11,entregue no prazo,7,42.28,1,4.99,0.0
"Road-350-W Yellow, 44",S,F,Northwest,No Discount,No Discount,2014-06-25,entregue no prazo,7,54.96,1,4.99,0.0
HL Crankset,S,F,Northwest,No Discount,No Discount,2014-03-14,entregue no prazo,7,124.97,1,4.99,0.0
"LL Mountain Frame - Black, 42",S,F,Northwest,No Discount,No Discount,2013-12-27,entregue no prazo,7,49.99,1,49.99,0.0
"Touring-3000 Blue, 58",S,F,Northwest,No Discount,No Discount,2013-11-28,entregue no prazo,7,69.97,1,34.99,0.0
"Road-350-W Yellow, 48",M,M,Northwest,No Discount,No Discount,2013-09-01,entregue no prazo,7,69.92,1,4.99,0.0
HL Crankset,S,F,Northwest,No Discount,No Discount,2013-08-18,entregue no prazo,7,74.48,1,49.99,0.0
"Full-Finger Gloves, L",S,F,Northwest,No Discount,No Discount,2014-02-18,entregue no prazo,7,123.98,1,53.99,0.0
Front Brakes,S,F,Northwest,No Discount,No Discount,2014-04-05,entregue no prazo,7,39.98,1,4.99,0.0
"LL Touring Frame - Yellow, 44",S,F,Northwest,No Discount,No Discount,2013-10-19,entregue no prazo,7,24.99,1,24.99,0.0
"Women's Tights, M",M,M,Northwest,No Discount,No Discount,2013-08-26,entregue no prazo,7,78.98,1,8.99,0.0
"ML Road Frame-W - Yellow, 44",S,M,Northwest,No Discount,No Discount,2014-03-17,entregue no prazo,7,58.98,1,4.99,0.0
Road Bottle Cage,M,M,Northwest,No Discount,No Discount,2013-09-05,entregue no prazo,7,42.28,1,35.0,0.0
Rear Derailleur,S,F,Northwest,No Discount,No Discount,2013-07-19,entregue no prazo,7,21.98,1,21.98,0.0
LL Crankset,M,M,Northwest,No Discount,No Discount,2014-06-05,entregue no prazo,7,99.47,1,35.0,0.0
LL Road Handlebars,S,M,Northwest,No Discount,No Discount,2014-02-19,entregue no prazo,7,38.98,1,3.99,0.0
Front Derailleur,S,F,Northwest,No Discount,No Discount,2013-07-31,entregue no prazo,7,64.47,1,4.99,0.0
LL Headset,S,M,Northwest,No Discount,No Discount,2014-01-26,entregue no prazo,7,64.97,1,24.99,0.0
Road Tire Tube,S,F,Northwest,No Discount,No Discount,2014-03-20,entregue no prazo,7,14.98,1,4.99,0.0
"Road-250 Red, 52",M,M,Northwest,No Discount,No Discount,2014-06-30,entregue no prazo,7,119.98,1,69.99,0.0
Minipump,S,M,Northwest,No Discount,No Discount,2013-11-28,entregue no prazo,7,38.88,1,3.99,0.0
"Touring-2000 Blue, 54",M,F,Southwest,No Discount,No Discount,2013-11-13,entregue no prazo,7,41.95,1,4.99,0.0
"Touring-3000 Blue, 58",M,F,Southwest,No Discount,No Discount,2014-01-29,entregue no prazo,7,453.25,2,202.33,0.0
ML Crankset,S,M,Northwest,No Discount,No Discount,2014-05-16,entregue no prazo,7,34.47,1,3.99,0.0
"Women's Tights, L",S,M,Northwest,No Discount,No Discount,2013-12-07,entregue no prazo,7,46.47,1,24.49,0.0
"Women's Mountain Shorts, M",S,F,Northwest,No Discount,No Discount,2013-09-14,entregue no prazo,7,69.97,1,29.99,0.0
"HL Touring Frame - Blue, 50",M,M,Northwest,No Discount,No Discount,2014-05-16,entregue no prazo,7,34.47,1,21.49,0.0
"Men's Sports Shorts, L",M,M,Northwest,No Discount,No Discount,2014-03-25,entregue no prazo,7,63.97,1,34.99,0.0
"Mountain-500 Silver, 42",M,M,Northwest,No Discount,No Discount,2013-11-30,entregue no prazo,7,7.28,1,4.99,0.0
"LL Mountain Frame - Silver, 44",S,F,Northwest,No Discount,No Discount,2014-01-08,entregue no prazo,7,37.21,1,7.95,0.0
"Mountain-300 Black, 44",S,F,Northwest,No Discount,No Discount,2013-12-10,entregue no prazo,7,32.6,1,32.6,0.0
"Women's Mountain Shorts, M",M,M,Northwest,No Discount,No Discount,2013-10-12,entregue no prazo,7,36.27,1,4.99,0.0
"Touring-1000 Blue, 50",S,M,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,15.23,1,2.29,0.0
"LL Touring Frame - Yellow, 58",M,M,Northwest,No Discount,No Discount,2013-12-24,entregue no prazo,7,33.43,1,7.95,0.0
"Road-350-W Yellow, 42",M,M,Southwest,No Discount,No Discount,2014-03-06,entregue no prazo,7,78.98,1,8.99,0.0
LL Road Front Wheel,S,M,Northwest,No Discount,No Discount,2013-12-17,entregue no prazo,7,147.95,1,28.99,0.0
Taillights - Battery-Powered,S,M,Northwest,No Discount,No Discount,2014-04-25,entregue no prazo,7,13.98,1,4.99,0.0
Hitch Rack - 4-Bike,S,F,Northwest,No Discount,No Discount,2014-03-31,entregue no prazo,7,12.94,1,4.99,0.0
LL Road Pedal,S,F,Northwest,No Discount,No Discount,2013-08-01,entregue no prazo,7,65.95,1,29.99,0.0
"Full-Finger Gloves, S",S,M,Northwest,No Discount,No Discount,2013-11-28,entregue no prazo,7,74.98,1,35.0,0.0
"Touring-3000 Yellow, 50",M,M,Southwest,No Discount,No Discount,2014-04-18,entregue no prazo,7,37.29,1,35.0,0.0
"ML Road Frame-W - Yellow, 40",S,M,Northwest,No Discount,No Discount,2014-01-08,entregue no prazo,7,21.98,1,21.98,0.0
"HL Touring Frame - Yellow, 54",S,M,Northwest,No Discount,No Discount,2013-08-20,entregue no prazo,7,119.92,1,7.95,0.0
ML Mountain Front Wheel,M,F,Southwest,No Discount,No Discount,2013-10-11,entregue no prazo,7,44.22,1,4.99,0.0
